Ea=86.32512950897217	delta_Ea
89.755217730999	3.430088222026825
91.63898266106844	5.3138531520962715
92.57646222412586	6.251332715153694
95.68359638005495	9.358466871082783
77.55530228465796	-8.769827224314213
86.18424832820892	-0.14088118076324463
72.34283151477575	-13.982297994196415
77.99025099724531	-8.334878511726856
83.93347222357988	-2.3916572853922844
73.35841162502766	-12.966717883944511
89.87615724653006	3.551027737557888
88.30184661597013	1.9767171069979668
72.25530456751585	-14.069824941456318
87.92888098955154	1.6037514805793762
85.22613064199686	-1.0989988669753075
90.83953791111708	4.514408402144909
78.32986807823181	-7.9952614307403564
90.82642909139395	4.50129958242178
73.89410810172558	-12.43102140724659
72.4133835285902	-13.911745980381966
91.14593863487244	4.8208091259002686
83.59119409322739	-2.7339354157447815
81.8426972925663	-4.4824322164058685
75.82959208637476	-10.495537422597408
94.8226986899972	8.497569181025028
86.38212706893682	0.05699755996465683
99.42779507488012	13.102665565907955
82.92641343176365	-3.398716077208519
88.49738431721926	2.1722548082470894
92.68709068745375	6.361961178481579
89.5809568837285	3.255827374756336
91.20154038071632	4.876410871744156
86.15861755609512	-0.16651195287704468
85.68887735158205	-0.6362521573901176
80.0866746455431	-6.2384548634290695
80.79784765839577	-5.527281850576401
79.22706038504839	-7.0980691239237785
91.38132689893246	5.056197389960289
79.9872749298811	-6.337854579091072
76.43867318332195	-9.886456325650215
100.23439643532038	13.90926692634821
84.1411404311657	-2.183989077806473
79.3380343541503	-6.987095154821873
92.8704669624567	6.545337453484535
88.1928950920701	1.8677655830979347
73.9607205837965	-12.364408925175667
89.37720490992069	3.0520754009485245
92.08469327539206	5.7595637664198875
81.18579337745905	-5.139336131513119
94.71587026119232	8.390740752220154
95.58036324381828	9.255233734846115
81.27828688919544	-5.046842619776726
86.64575879275799	0.32062928378582
83.59201966971159	-2.733109839260578
92.31232386082411	5.98719435185194
86.60995389521122	0.2848243862390518
91.26995049417019	4.944820985198021
99.2623849362135	12.937255427241325
92.63453416526318	6.309404656291008
91.34143309295177	5.016303583979607
106.45434990525246	20.12922039628029
86.21092326194048	-0.11420624703168869
75.59665548056364	-10.728474028408527
83.31542605161667	-3.0097034573554993
82.41104412078857	-3.9140853881835938
82.46774578094482	-3.8573837280273438
73.64069969952106	-12.684429809451103
82.27742013335228	-4.047709375619888
77.95223477482796	-8.37289473414421
78.87372197210789	-7.451407536864281
93.89963714033365	7.5745076313614845
91.84621802717447	5.521088518202305
90.22925282269716	3.9041233137249947
86.98566617816687	0.6605366691946983
74.26783637702465	-12.057293131947517
86.11509797722101	-0.21003153175115585
82.50044707208872	-3.8246824368834496
89.75831681489944	3.4331873059272766
79.78799315541983	-6.5371363535523415
95.64084973186255	9.315720222890377
82.03368605673313	-4.291443452239037
84.8292630314827	-1.4958664774894714
80.35601331293583	-5.969116196036339
92.69848966598511	6.3733601570129395
93.28253387659788	6.957404367625713
82.3837560787797	-3.9413734301924706
98.20242096483707	11.877291455864906
95.38819984346628	9.063070334494114
84.04675374925137	-2.2783757597208023
80.68845421820879	-5.636675290763378
85.58975805342197	-0.7353714555501938
99.91009869426489	13.58496918529272
72.6704692915082	-13.65466021746397
84.5051483437419	-1.8199811652302742
93.72383885830641	7.39870934933424
83.13192162662745	-3.1932078823447227
87.59979616850615	1.2746666595339775
92.86647153645754	6.541342027485371
91.70901843160391	5.383888922631741
83.99587599933147	-2.3292535096406937
88.55723787099123	2.232108362019062
85.381641253829	-0.9434882551431656
90.01965644955635	3.6945269405841827
79.1903598755598	-7.134769633412361
96.8940899670124	10.568960458040237
76.62942844629288	-9.69570106267929
84.50574196130037	-1.819387547671795
86.54581809043884	0.2206885814666748
75.3182793110609	-11.006850197911263
89.08294443041086	2.757814921438694
80.6793761998415	-5.645753309130669
96.7800302952528	10.454900786280632
84.91624712198973	-1.408882386982441
92.1422201693058	5.817090660333633
90.04502241313457	3.719892904162407
86.96966361254454	0.6445341035723686
80.38351186364889	-5.9416176453232765
80.2267322987318	-6.098397210240364
86.45272959023714	0.1276000812649727
86.59049464762211	0.2653651386499405
84.92656515538692	-1.3985643535852432
86.07088692486286	-0.25424258410930634
86.84825901687145	0.5231295078992844
95.80812792479992	9.482998415827751
72.08071679621935	-14.244412712752819
81.54537361860275	-4.779755890369415
85.15960126370192	-1.1655282452702522
84.16683028638363	-2.158299222588539
93.79225450009108	7.467124991118908
95.63943959772587	9.3143100887537
87.85255908966064	1.5274295806884766
95.7051076516509	9.379978142678738
79.23924653977156	-7.085882969200611
76.71650574356318	-9.608623765408993
99.96684896945953	13.641719460487366
79.42891609668732	-6.896213412284851
63.99355311691761	-22.331576392054558
79.16539369523525	-7.159735813736916
79.07821403443813	-7.246915474534035
77.40463991463184	-8.920489594340324
83.01142429560423	-3.313705213367939
83.91411225497723	-2.4110172539949417
78.30956807732582	-8.015561431646347
80.9078430980444	-5.4172864109277725
86.07824302464724	-0.2468864843249321
77.62085819989443	-8.70427130907774
84.41477546095848	-1.9103540480136871
94.76516353338957	8.4400340244174
73.98780340701342	-12.337326101958752
89.10378401726484	2.778654508292675
78.78356947004795	-7.541560038924217
91.48388674110174	5.158757232129574
81.74727331846952	-4.577856190502644
80.96271413564682	-5.362415373325348
68.03897340595722	-18.286156103014946
80.30498687177896	-6.020142637193203
76.00926497578621	-10.315864533185959
66.62069715559483	-19.704432353377342
78.7834086343646	-7.541720874607563
92.06997311860323	5.7448436096310616
77.45701169222593	-8.868117816746235
80.40774090588093	-5.91738860309124
88.65735372900963	2.3322242200374603
84.5181053802371	-1.8070241287350655
95.16297847032547	8.837848961353302
75.60758820921183	-10.717541299760342
80.13157030194998	-6.19355920702219
84.139628008008	-2.1855015009641647
81.19274298101664	-5.132386527955532
90.25733547657728	3.932205967605114
