Ea=94.26584500074387	delta_Ea
96.33468785136938	2.068842850625515
100.25694257766008	5.991097576916218
99.26124938577414	4.99540438503027
100.78862297534943	6.52277797460556
85.1118718907237	-9.15397311002016
93.91767597943544	-0.3481690213084221
80.73979549109936	-13.526049509644508
86.82405301183462	-7.4417919889092445
88.85888140648603	-5.406963594257832
81.09290141612291	-13.172943584620953
99.34289701282978	5.077052012085915
97.20596922934055	2.9401242285966873
81.16524702310562	-13.100597977638245
96.89824874699116	2.6324037462472916
92.92685152590275	-1.3389934748411179
97.7562967389822	3.4904517382383347
86.67356537282467	-7.592279627919197
96.7630992308259	2.497254230082035
82.37212644517422	-11.893718555569649
79.81544134020805	-14.450403660535812
98.13911111652851	3.873266115784645
93.0494045689702	-1.2164404317736626
91.37491995096207	-2.8909250497817993
83.75249863415956	-10.513346366584301
101.31183964014053	7.0459946393966675
93.13283400982618	-1.1330109909176826
108.48145246505737	14.215607464313507
94.38470462709665	0.11885962635278702
94.91496552526951	0.6491205245256424
100.0551963225007	5.78935132175684
100.83011914044619	6.56427413970232
97.33552724868059	3.0696822479367256
94.63572995364666	0.3698849529027939
95.23019278049469	0.964347779750824
89.10779792070389	-5.158047080039978
87.6820866316557	-6.583758369088173
86.81318048387766	-7.452664516866207
100.85658337920904	6.590738378465176
86.80946463346481	-7.456380367279053
82.31899851560593	-11.94684648513794
106.71482077240944	12.448975771665573
92.75489521026611	-1.5109497904777527
88.45160403847694	-5.814240962266922
98.75198016315699	4.48613516241312
96.02669470012188	1.7608496993780136
84.60136078298092	-9.664484217762947
95.11084155738354	0.8449965566396713
101.51311349868774	7.247268497943878
88.29821825772524	-5.967626743018627
101.44770461320877	7.181859612464905
103.86251080036163	9.596665799617767
88.97167733311653	-5.294167667627335
94.33363204449415	0.0677870437502861
91.06442456692457	-3.201420433819294
99.28633818030357	5.020493179559708
97.42809222638607	3.1622472256422043
97.57750901579857	3.3116640150547028
107.90337653458118	13.637531533837318
101.6401175558567	7.374272555112839
97.3966303691268	3.1307853683829308
